Table S2. List of all genes in all conditions logFC and log2 expression values  																																	
Gene locus	ctrl_0hr_1975_log2	ctrl_0hr_1976_log2	ctrl_0hr_1977_log2	ctrl_0hr_1978_log2	ctrl_1hr_1979_log2	ctrl_1hr_1980_log2	ctrl_1hr_1981_log2	treated_1hr_1982_log2	treated_1hr_1983_log2	treated_1hr_1984_log2	ctrl_2hr_1985_log2	ctrl_2hr_1986_log2	ctrl_2hr_1987_log2	treated_2hr_1988_log2	treated_2hr_1989_log2	treated_2hr_1990_log2	ctrl_4hr_1991_log2	ctrl_4hr_1992_log2	ctrl_4hr_1993_log2	treated_4hr_1994_log2	treated_4hr_1995_log2	treated_4hr_1996_log2	ctrl_6hr_1997_log2	treated_6hr_2000_log2	avg_ctrl_0hr_log2	avg_ctrl_1hr_log2	avg_treated_1hr_log2	avg_ctrl_2hr_log2	avg_treated_2hr_log2	avg_ctrl_4hr_log2	avg_treated_4hr_log2	avg_ctrl_6hr_log2	avg_treated_6hr_log2
SMc04397	9.99000571537253	9.93805509351568	9.52161321348075	9.62393616317097	10.0005217110516	10.1362017009497	9.68917786916572	9.76635973247111	9.63139440793692	9.67589891296173	10.0063621768427	10.900194525609	10.671557744524	9.51014314910306	9.60951155741843	10.2304227425063	10.3472669874413	10.1826178033216	10.194849058455	10.2388064927551	10.1178952864702	10.1581344977103	10.2073333435369	9.89625608992962	9.76840254638498	9.94196709372236	9.69121768445659	10.5260381489919	9.78335914967594	10.2415779497393	10.1716120923119	10.2073333435369	9.89625608992962
SMc03957	14.9945132928308	15.1348679513459	13.9275103402803	14.2135013101908	14.9931833822517	14.1610933353262	15.4184738865174	15.0848458879568	15.321678239845	14.7234250935979	14.9366434306216	13.8413685370557	15.4372299749428	15.2607587931688	14.676191013764	14.4003490845717	15.1761568135509	15.7477193661697	15.2644065408383	15.2400828853029	15.3550000135296	15.3833625950456	14.8724857116111	15.4476825870945	14.567598223662	14.8575835346985	15.0433164071333	14.7384139808734	14.7790996305015	15.3960942401863	15.3261484979594	14.8724857116111	15.4476825870945
SM_b20976	10.087280947915	10.6424966872823	10.5662494761481	10.5487152150708	9.27982552945257	8.46479806575983	8.3406924537144	8.33577629681973	8.63042991236796	8.51792406704338	9.74319370456473	8.57108126784079	8.72904065355261	8.42724425543986	9.1870454719698	9.02853680992592	10.271903539705	10.1491042847787	10.2410637244949	10.2859264938214	10.0571314830275	10.1093718314515	10.8282060368228	10.8549543252799	10.461185581604	8.69510534964227	8.49471009207703	9.01443854198604	8.88094217911186	10.2206905163262	10.1508099361001	10.8282060368228	10.8549543252799
SMc02905	14.4152083755238	14.0912001451397	14.2216482664936	14.4729117611792	14.0563618845061	14.396227504827	13.2036681524714	13.4870459040495	13.4691383125691	12.0079490107989	14.1064855427074	13.9419590082612	12.8603004248171	12.5016498801681	13.8049226611194	12.5398937590092	13.5694333083787	13.6328507851106	13.6909694574483	13.627905836619	13.6367721946867	13.4195738779652	13.4776425575122	13.436210023379	14.3002421370841	13.8854191806015	12.9880444091391	13.6362483252619	12.9488221000989	13.6310845169792	13.5614173030903	13.4776425575122	13.436210023379
SMa1782	11.9566397756795	11.1121854949154	10.5638819755685	12.4273315513867	11.8289560768149	12.2202467437343	11.9832291010984	11.3608982725675	12.3354688088152	12.283417247659	12.4289681094991	11.9324048135025	10.9979890436677	11.2668555113895	10.312476777414	11.7102208205712	11.8065479219114	11.3795030188081	11.6984980589957	11.4684740724121	11.3922475173878	11.8148779587743	11.074194533129	11.1578874130614	11.5150096993875	12.0108106405492	11.9932614430139	11.7864539888898	11.0965177031249	11.6281829999051	11.5585331828581	11.074194533129	11.1578874130614
SMc00990	12.5839633185651	13.2253998519275	12.6742879061543	12.1262072151649	12.2867156500242	11.8524284585465	13.0584732728243	12.7541528501763	10.9113503485518	11.0454366586971	12.9855794021743	11.6722039442539	12.3473025707591	11.3934705566093	13.0451049942271	12.7196837359208	12.6921647966189	13.092582933209	12.8331475918915	12.7606581336223	12.8710279430416	12.7778467220539	11.8233060233722	11.8773468652275	12.6524645729529	12.3992057937983	11.5703132858084	12.3350286390624	12.3860864289191	12.8726317739064	12.8031775995726	11.8233060233722	11.8773468652275
SMc02258	9.85968560617296	9.89969174833942	10.2733786058643	9.54168554597257	10.4566163948478	10.5008908766118	10.3826867740742	10.4587790083064	10.0192044893486	10.9760803940348	10.7479573827119	10.1243002608816	10.9720211533657	10.8562057281892	10.7869572757339	11.0716222239271	10.9315679716392	10.7500099021143	10.8090419592115	10.8609698672685	10.7620580454361	10.6592817141526	11.3344999582336	11.4706225878784	9.89361037658733	10.4467313485113	10.4846879638966	10.6147595989864	10.9049284092834	10.8302066109883	10.7607698756191	11.3344999582336	11.4706225878784
SMa1676	8.04227467677605	8.90295345411342	9.58670226325291	9.33726645095194	9.22973435414172	7.93842836040467	8.09831065358502	8.00763148068908	8.09852915980133	7.98030138721791	9.37987385021994	9.16824361748814	6.94355051588005	7.28948450940989	8.37658629332304	8.7102358967998	8.68137701464183	9.02789219385766	9.06934413672438	8.9222100815295	8.82464706577398	8.82355279385171	8.7734726491551	9.01369280532996	8.96729921127358	8.42215778937713	8.02882067590277	8.49722266119604	8.12543556651091	8.92620444840796	8.8568033137184	8.7734726491551	9.01369280532996
SMc04433	12.2481557744842	11.0346137222963	11.4955647077845	11.2983471221521	11.8177232486402	11.811831658641	14.0001939087512	12.3831816225124	12.3094771292228	12.8285441145724	10.5124315823211	13.1012673499497	12.5398926710724	11.3692596000356	12.7625467588003	13.3415804687882	13.3244813623798	13.2862901307487	13.2731663618684	13.3079601322994	13.2247716888732	13.1431439272828	13.6012100086309	13.4972685485206	11.5191703316793	12.5432496053441	12.5070676221025	12.0511972011144	12.4911289425414	13.2946459516656	13.2252919161518	13.6012100086309	13.4972685485206
SMc01729	13.4193503224991	12.3698472339217	11.6789089762507	12.1252606277743	13.3006289402383	12.5870905759347	12.8004252838383	13.6866536531907	13.0051888102373	12.5673351152835	11.7595269403604	11.2420108182094	12.6055288090437	13.1980580354865	13.1189193406353	13.200047525162	12.9499376776715	13.060506406472	12.9371961088639	12.9731655882948	12.9359485975163	12.8307391573942	12.9062663038521	12.9422710192484	12.3983417901115	12.8960482666704	13.0863925262371	11.8690221892045	13.1723416337613	12.9825467310025	12.9132844477351	12.9062663038521	12.9422710192484
SMc01931	14.2671908009925	14.9082083488296	14.8192357035397	14.4605514561597	15.251132809285	14.6412553683421	13.5763374460845	15.0109086505075	14.6342667888658	14.5403998020177	14.9713339053436	13.6993872208767	12.4806527231851	14.8293965184028	13.5808602023472	13.8614449132317	13.6330116220068	13.5046338919827	13.6344385465113	13.5835279642801	13.3955074495756	13.5856249059388	12.4766362303567	12.6439282015755	14.6137965773804	14.4895752079039	14.7285250804637	13.7171246164685	14.0905672113272	13.5906946868336	13.5215534399315	12.4766362303567	12.6439282015755
SM_b20695	14.6742483061765	14.8326964220545	14.9506112153865	15.1747219178549	14.7084072949605	14.6430931681294	13.1643158016335	13.3851277040831	13.6809678886251	12.7695206289394	14.9090811653871	15.1754743937345	12.4460321103815	13.0235461032809	13.9776529463972	12.5173872240873	14.0651510929302	14.2050946348608	14.084355563385	14.1351144515437	14.0911659239212	13.9209724395207	14.0541305462418	14.3924616134872	14.9080694653681	14.1719387549078	13.2785387405492	14.176862556501	13.1728620912551	14.118200430392	14.0490842716619	14.0541305462418	14.3924616134872
SMc02465	14.6601224006162	14.4970538043297	14.8546032764312	13.8646955566306	14.3350894341093	14.4511042731267	14.6627947273442	14.3324962169087	13.9068567363849	12.5432422419525	14.3779506910771	14.5564695634315	14.1756223015751	14.2073293434102	14.2338402846255	13.0715780828756	13.9880698076852	14.1679539172227	13.9803747311132	14.1420923649098	14.140435866495	13.6471771971616	13.998080027642	13.9944338407144	14.4691187595019	14.4829961448601	13.5941983984153	14.3700141853612	13.8375825703037	14.045466152007	13.9765684761888	13.998080027642	13.9944338407144
SMc02690	10.1295997905382	10.3119206766531	10.5478738977363	10.3299689102063	10.0328037001906	10.8234041549447	10.876468731292	10.4301313675942	10.213596844422	10.4649467030576	10.3120085896183	11.1680094045157	11.539859543357	10.658633788089	10.815693568408	11.0160771802083	10.9512664892833	10.9325988287402	10.8929830595351	10.9172579765741	10.8350971232373	10.8179455964616	11.7450912076956	11.7778246723744	10.3298408187835	10.5775588621424	10.3695583050246	11.0066258458303	10.8301348455684	10.9256161258529	10.8567668987577	11.7450912076956	11.7778246723744
SMa1374	11.1046238093193	10.4431238634709	10.8788465381998	10.2702192762839	11.3054501433401	11.1265052484078	10.0779738714197	10.4464413930633	9.94068630539929	10.478345413142	11.0313689861636	11.6674561731911	9.73809267798467	10.0339520770551	10.5882959348379	11.2285584877896	10.3400471752558	10.1867001715921	10.2557869430552	10.2535447930362	10.0513792267515	10.2711708412324	10.4466404827137	10.2490744445578	10.6742033718185	10.8366430877225	10.2884910372015	10.8123059457798	10.6169354998942	10.260844763301	10.19203162034	10.4466404827137	10.2490744445578
SM_b20909	9.9362843874804	12.286820737438	12.621196668071	12.6745706579107	10.3199773367012	8.88823255192222	9.82414330623724	10.0026962787372	8.24824430744878	9.31281703749386	11.5480868846208	10.4390840594127	8.77774811589877	8.58408040877699	8.99326133724273	9.51462601722263	10.9531003324418	10.8721546613574	11.2707398380731	11.0508181764172	10.6347451205352	11.2048108865493	10.666079555646	11.148462849757	11.879718112725	9.67745106495357	9.18791920789329	10.2549730199774	9.03065592108078	11.0319982772908	10.9634580611672	10.666079555646	11.148462849757
SMc03899	13.062999518792	12.3806733759331	12.9281913539631	13.0974335326641	12.7001908582061	12.428015518746	14.1636935592385	13.0627502705308	13.9974371393913	11.89863897468	12.5663781668084	12.0229835445606	13.2519779351549	13.8361132208728	11.9802948023347	12.66540344669	14.6332694617183	14.3007647759995	14.5359264615391	14.5475403977664	14.272621769996	14.4448828874644	14.4101865482779	14.2646342842313	12.8673244453381	13.0972999787302	12.9862754615341	12.6137798821746	12.8272704899659	14.4899868997523	14.4216816850756	14.4101865482779	14.2646342842313
SMc01829	11.209896082206	11.6297251325071	10.7923323327347	9.95648266040904	11.5690386056282	11.5837296939572	11.40660687261	12.2308977763421	11.9154762629941	11.6697569237677	12.145735981435	10.5038493505362	10.9532759810045	12.0439691388542	11.8334490526227	12.4535059112968	11.8591690148826	11.7398722808203	11.6240735683301	11.6698288495776	11.6751003062544	11.6733634899555	11.9785908398378	11.6025383824803	10.8971090519642	11.5197917240651	11.9387103210346	11.2009537709919	12.1103080342579	11.741038288011	11.6727642152625	11.9785908398378	11.6025383824803
SM_b20857	11.8810928327296	12.14047178658	12.6414993305878	12.0452984005495	12.3342696201823	12.1827371249892	12.0289529865669	11.759568110228	11.1824962389765	10.7960638797053	11.6006894238256	12.816134544845	11.5840127101442	11.5670614704426	12.3238627565081	11.835589741101	11.755755259079	11.5826355910688	11.6833774865534	11.7204695341842	11.478873009238	11.617827317738	11.84258656049	11.7232370863407	12.1770905876117	12.1819865772461	11.24604274297	12.0002788929383	11.9088379893506	11.6739227789004	11.6057232870534	11.84258656049	11.7232370863407
SMc00254	9.93074146384856	11.1910296331187	10.5934353489681	10.0932454012822	9.84691439614905	12.2859568044983	10.6102261634149	10.1809783011804	11.8245963990048	10.4860771961157	11.1994132239261	11.0584811120575	11.044064430223	11.7498268389431	10.7059600141982	10.3022637638173	9.6157633899801	10.899654849389	9.92187381095282	9.63406640644847	10.93407479977	9.66466462671089	9.77160004982407	9.64787048132056	10.4521129618044	10.9143657880208	10.8305506321003	11.1006529220689	10.9193502056528	10.145764016774	10.0776019443098	9.77160004982407	9.64787048132056
SMc02238	8.84238939018288	8.84998603235932	9.84543755750699	8.72681415734693	9.81412030642004	9.67685480168814	9.8841607096881	9.89888765658874	10.0958162245963	10.6211785727448	10.0506841140811	10.2160511093449	10.8755195468047	10.4776374181507	10.63286810429	10.7435202691075	10.0256033172003	9.71597078622646	9.91031776145054	9.75482036652441	9.83830449759477	9.8546202623725	9.69983053839294	9.73047328541185	9.06615678434903	9.79171193926543	10.2052941513099	10.3807515900769	10.6180085971827	9.88396395495909	9.81591504216389	9.69983053839294	9.73047328541185
SM_b20419	9.37755414052981	8.36422093425115	10.0445762234714	9.30347913928254	9.5753888774256	8.7202483755867	9.81681177829422	9.69042528516555	8.86289359628203	9.03793572224546	9.68888425998306	7.739367214629	10.5291111656551	10.1891939277384	9.73262052138375	8.22057471233016	9.90053678185632	9.6812684376831	9.8935775363142	9.72566323394199	9.62808349450384	9.91756680519721	10.3931005490505	10.1265021670864	9.27245760938371	9.37081634376884	9.19708486789768	9.31912088008905	9.38079638715078	9.82512758528454	9.75710451121435	10.3931005490505	10.1265021670864
SMc00912	15.5800742883597	15.1955018365764	14.9293590169297	15.5809269631603	15.8263341497617	15.6763177047028	15.9709851419776	15.8777327186693	15.9982802355524	15.9688111893074	15.9791492531726	15.6342375688412	15.6174468161017	15.0721004602996	14.3843076286782	15.7721453167613	15.2576757474429	15.307730898265	15.2258760632426	15.3446811285936	15.1692791497903	15.0738086081817	14.5729411057219	14.9011064788417	15.3214655262565	15.8245456654807	15.9482747145097	15.7436112127052	15.0761844685797	15.2637609029835	15.1959229621885	14.5729411057219	14.9011064788417
SM_b20494	12.3345036697367	11.7724112510465	12.3979096481042	11.8807723567772	11.1338055618124	10.0593765260365	10.0907014163313	8.70434528136851	9.71522164791942	10.2810791272046	12.0907107248938	10.0616364555138	9.76739553488955	10.6351830765668	9.73214539959018	9.93222539537905	10.9369414091692	10.8241374253665	10.8840392029376	10.8108059914452	10.7810526623283	10.8498266647156	10.7878181375436	10.8494090661695	12.0963992314162	10.4279611680601	9.56688201883086	10.6399142384324	10.099851290512	10.8817060124911	10.8138951061631	10.7878181375436	10.8494090661695
SM_b20522	11.1775783923672	10.8644964068794	11.4211936328938	10.6396757161007	11.9047969241208	11.994732836954	11.425819136195	12.0809092931874	11.2240828244036	11.9648710794737	11.9087653476418	11.2081918838443	11.5425820955002	11.9491686755992	11.9175119599111	11.80930085937	11.352199040255	11.2016352970341	11.3987553375685	11.3834017074571	11.1606202394174	11.2055937502092	11.1851222385875	11.1628944664615	11.0257360370603	11.7751162990899	11.7566210656882	11.5531797756621	11.8919938316267	11.3175298916192	11.2498718990279	11.1851222385875	11.1628944664615
SMc00735	10.6695691180065	11.3042460413693	10.683768915804	11.1358252468543	9.95643449371547	10.2362667568624	10.2954685416313	9.80031409962651	9.36615321787309	9.52735037548609	10.1352251316472	9.81465282144079	9.6578957065237	9.42937116415005	9.8887421224408	8.47888399355281	10.1939873312218	10.0902508286348	10.1412383712435	10.0521268247792	10.0269919951658	10.143416188763	9.55069121503464	9.508688092873	10.9483523305085	10.1627232640697	9.5646058976619	9.86925788653724	9.26566576004789	10.1418255103667	10.074178336236	9.55069121503464	9.508688092873
SMc00329	13.9093199057091	12.0770556466633	13.874783229667	13.2225071877601	13.4234113910846	14.3487140091911	14.1710503995928	12.9999767117916	13.9010083801051	12.664964986652	14.2641900557529	12.6620595714951	13.9147855826063	13.5268261439849	12.6438948485983	14.1167383526392	14.5808238627448	14.3853338460308	14.462127912383	14.4264021511129	14.3319127743541	14.4677010930232	15.0008313145744	14.4925658084009	13.2709164924499	13.9810585999561	13.1886500261829	13.6136784032848	13.4291531150741	14.4760952070529	14.4086720061634	15.0008313145744	14.4925658084009
SMc02620	12.4844235699678	11.0724667021682	13.3815960090658	13.0744059752747	12.1762971629435	10.6438363171131	12.5255548223505	12.5233635455779	11.1083101690319	10.691691119238	12.8210334582591	13.41069332668	11.4507093785944	10.5935119681732	10.5040394487085	11.110539895675	12.1119331424794	12.0922242796323	12.4393183161681	12.2385803130435	12.1602982801738	12.0424497905068	12.1266055766734	11.7729204680073	12.5032230641191	11.7818961008024	11.4411216112826	12.5608120545112	10.7360304375189	12.21449191276	12.1471094612414	12.1266055766734	11.7729204680073
SMa0271	9.82485797067622	9.28198841359555	10.7429711839538	9.57166249598397	9.99221534656486	8.66957891434171	10.4941814225191	9.7713064499073	9.45218667287599	10.1388933252844	10.4420082775404	11.0598555554563	10.0996479558249	9.71650429781547	10.0711599488486	10.2989422078437	10.0462656814928	10.0217688185672	9.98481008256982	9.82423037855466	10.0191318645087	10.00749032328	9.76638153720868	9.69654435438333	9.85537001605238	9.71865856114189	9.78746214935588	10.5338372629405	10.0288688181693	10.0176148608766	9.95028418878111	9.76638153720868	9.69654435438333
SM_b20935	14.4017875685022	15.1438693180444	15.5897490641365	15.6574071944118	15.6138338338716	14.5376292098755	15.6154554532633	14.6287814652394	14.6741815671917	14.017667784158	15.2961343712713	15.1734856151268	14.0083298288382	13.8824820874138	14.4278974430001	12.6148525310132	15.7888938376447	15.3747122801246	15.4989041268648	15.6136036848052	15.4859395811298	15.3613699922817	15.294601747273	15.1397636146582	15.1982032862737	15.2556394990035	14.4402102721964	14.8259832717454	13.6417440204757	15.5541700815447	15.4869710860722	15.294601747273	15.1397636146582
SMc00270	7.18071852601315	8.59973068427813	7.8025415975807	8.18853424238939	8.09597929230694	8.26093395356305	8.48071574557649	8.13682681611936	8.39635750779517	8.77566035994719	9.1308764158705	9.41421229776573	8.66880017796121	8.11586962486279	8.3752570689348	7.96424716297065	8.26295349265017	8.03844783088481	8.09526601021293	8.1194462332034	7.96648118666069	8.10927433058067	8.44998748338044	7.92074985056964	7.94288126256534	8.27920966381549	8.43628156128724	9.07129629719914	8.15179128558941	8.13222244458264	8.06506725014825	8.44998748338044	7.92074985056964
SM_b20141	9.33929603889217	9.84370117580714	10.3374713951829	9.78235037532968	10.2241027568271	10.8346593532027	10.4403350197412	10.56730409195	10.851627238267	11.0844686944619	9.89839574071796	11.6123987958988	11.7000210735356	10.9090403671299	11.6147319274207	11.8878381941323	10.4831622287191	11.2874122801006	10.3310293471969	10.4273613726517	11.1371821089218	10.3357365699826	10.6734978595452	10.9646224106377	9.82570474630297	10.499699043257	10.834466674893	11.0702718700508	11.470536829561	10.7005346186722	10.633426683852	10.6734978595452	10.9646224106377
SMc03931	12.8456864048122	12.2349049722372	13.652552613223	12.7507238577844	11.6928783402394	9.34442682547836	10.9547112038	10.0162155117134	11.2779374179531	10.3381093219503	10.654760112371	12.3541562947639	10.3444215059639	9.29455349408795	10.3423624523196	10.0674373841458	12.3928588626933	12.5821494151364	12.4039453996327	12.4214648519339	12.4506856746743	12.3055894839337	12.2029644034107	12.2836315724222	12.8709669620142	10.6640054565059	10.5440874172056	11.1177793043662	9.90145111018445	12.4596512258208	12.392580003514	12.2029644034107	12.2836315724222
SM_b20431	10.2739444272658	10.5955473267236	10.3421651336438	10.2934541992286	10.7561232176716	10.4695297899945	10.2837896063768	10.1837381400948	9.79875301886839	10.4420849041264	10.7400378059749	10.6616290633202	9.61416611810782	10.0715640134916	9.67380986389454	10.265725376837	9.97484824354058	9.76642956001543	9.98838664852118	9.93795235099899	9.78265168651769	9.80813797641642	9.92941262090077	10.1935993502205	10.3762777717154	10.5031475380143	10.1415253543632	10.338610995801	10.0036997514077	9.9098881506924	9.84291400464437	9.92941262090077	10.1935993502205
SM_b20813	13.246941975914	13.5332757044228	14.2029143249978	13.6720727806726	13.7003612527866	12.6373762367142	12.8969931269489	13.6312235960475	13.2659015519522	10.9185293074007	13.3184461706687	12.8934536939771	12.1691497756996	13.5798303784659	13.5405104275766	12.2725138789807	13.9168237161216	13.6714242758871	13.629060591477	13.806966699023	13.6168313823027	13.5929528483105	13.7056755609638	13.73369519315	13.6638011965018	13.0782435388166	12.6052181518001	12.7936832134484	13.1309515616744	13.7391028611619	13.6722503098787	13.7056755609638	13.73369519315
SM_b20920	7.78604425708493	9.04879972242642	8.07397839695298	8.79779336601645	8.70299664986327	8.23150242423442	8.73196122660354	8.81714055481507	8.1731426245462	8.96066995591707	7.90357142559141	7.7504862266354	9.30808073751534	8.87932536706175	8.89185282981354	8.57874838722833	8.35519262464891	8.40861316566931	8.48264279533184	8.39312269354533	8.32795360602833	8.32532621263834	8.06239023857851	8.02175824593104	8.42665393562019	8.55548676690041	8.65031771175945	8.32071279658072	8.78330886136787	8.41548286188335	8.348800837404	8.06239023857851	8.02175824593104
SM_b21017	6.76604255088688	8.50527729609168	7.04472576167187	7.68546775425694	8.76278396023327	8.99083926544774	8.33662466125542	8.07180963244129	6.14419665852362	8.07426017540976	7.43383949503258	8.07929020532332	7.50694338208894	8.49540189299962	8.51502499063747	8.71604815602645	8.35789968935918	8.80819554090673	8.93929515806956	8.60776824602243	8.71630478805056	8.58157671026976	8.39483781206799	8.38625923195593	7.50037834072684	8.69674929564548	7.43008882212489	7.67335769414828	8.57549167988785	8.70179679611182	8.63521658144758	8.39483781206799	8.38625923195593
SM_b20632	9.27955439174261	9.7925308368447	10.1902667736731	9.20731619277881	8.79196115647209	8.00897867926956	8.65263804894657	8.56310884368127	7.83573015138012	8.27402152534794	8.75341940225546	9.48204260035424	8.90095346784333	8.80955741795083	8.84488071932014	8.55762247454084	8.78726850880608	8.95163677226043	8.89268472025312	8.81973560743441	8.9403846792933	8.67181376054623	8.60971007599949	8.83766840590087	9.6174170487598	8.48452596156274	8.22428684013645	9.04547182348434	8.73735353727061	8.87719666710654	8.81064468242464	8.60971007599949	8.83766840590087
SMa0473	11.8298553743566	13.7767181298971	13.7316722093803	13.3517850947658	13.9238118358692	13.185788208898	13.2408212212046	12.6100858323747	12.6864695034207	13.2085680582482	13.3036499758511	13.0346700986457	11.8370149434612	12.7387389814296	12.9148303964541	10.4729406765281	14.2955916825877	14.0522062135176	14.035629435449	14.0998003899651	14.0417334356521	14.0424820160092	14.2842871495755	14.1934453844329	13.1725077020999	13.4501404219906	12.8350411313479	12.7251116726527	12.0421700181373	14.1278091105181	14.0613386138755	14.2842871495755	14.1934453844329
SMa1337	11.7531131220533	10.9482303342704	11.6917066617841	11.8101634871427	11.7750425123817	11.6234022789093	11.5383971436117	11.6014625860671	11.4067351532472	11.5093919415511	11.7911210007938	10.5168733570554	12.2001664181298	11.9218223041953	11.7299162895791	11.1577745119493	11.050144497752	10.8696741383512	10.9427869244298	10.9272648895729	10.8480755135905	10.887904553031	10.9326451402882	10.8472670482595	11.5508034013126	11.6456139783009	11.5058632269552	11.5027202586597	11.6031710352412	10.954201853511	10.8877483187315	10.9326451402882	10.8472670482595
SM_b21007	12.2392030999464	12.4652509746226	12.3892898887676	11.7524352785272	12.141715092729	12.8826045099407	12.5045239197944	12.6403140563076	12.9579554432313	13.6826608331344	11.9445085924019	12.9805967060328	13.2746953233896	13.131894785863	13.0473428288037	13.1778740220788	12.5261180557789	12.4844051659962	12.8943601818068	12.4403827158437	12.4220710030666	12.8430843674563	11.1834951697919	10.9661085951276	12.2115448104659	12.509614507488	13.0936434442244	12.7332668739414	13.1190372122485	12.6349611345273	12.5685126954555	11.1834951697919	10.9661085951276
SMc02899	13.3512971692574	11.2044691622918	12.0593032793748	11.3967945116786	11.6244016760274	11.5243924902757	13.7952601183906	12.7963357720325	13.3074142355832	12.1239948189246	12.0112352586027	12.1218709472464	14.0638495355743	13.1744395831262	13.481263618053	11.5609738022473	13.8318106508405	13.734842951005	13.6366726671353	13.7261900964243	13.6663892785912	13.6115202682824	13.6149896610562	13.495118816728	12.0029660306506	12.3146847615645	12.7425816088468	12.7323185804745	12.7388923344755	13.7344420896603	13.6680332144326	13.6149896610562	13.495118816728
SMc00388	12.7829630422805	12.4861474448785	12.0502877095051	11.8246932344556	12.5388208984493	13.1210223691109	12.2813781505275	12.7299621041595	12.3509145945921	11.759044340918	12.3318032612196	13.2000231220845	12.3846210827351	12.4447017331147	12.638661100958	12.6347520366761	13.4565328832949	13.0354065639163	13.4545728469358	13.3183339140198	13.0973276390731	13.3323514951056	13.14474489785	12.9098798310058	12.2860228577799	12.6470738060292	12.2799736798899	12.6388158220131	12.5727049569163	13.315504098049	13.2493376827328	13.14474489785	12.9098798310058
SM_b20907	10.2471457385313	10.7153077859487	11.27237291078	10.8093304611845	9.40386317228178	8.10397773214067	8.35780705679198	6.77816601178094	7.83939717550692	8.26693782781306	10.320831717251	8.47529474225198	7.55471671608854	7.83202570872857	6.90079901618432	7.78303632063035	10.6801117420398	10.484723187777	10.9311577766288	10.3295307718225	10.5072489816143	11.0612545500169	10.004123320089	9.33796561331689	10.7610392241111	8.62188265373814	7.62816700503364	8.78361439186383	7.50528701518108	10.6986642354819	10.6326781011512	10.004123320089	9.33796561331689
SMa2309	10.3243817507113	9.17572016306584	10.9047801229263	9.21124790026928	10.0332225058282	9.58034601000432	10.3421667332176	10.5987503969732	10.5188921332415	10.3984523351196	8.85460448206167	9.8257311554194	10.6522393292702	10.3917553101191	10.2385656029208	10.879247276696	9.66645928170848	9.49854788209306	9.61625250643198	9.5907675229893	9.3682575266874	9.62495877529387	9.09734790526156	9.26905699508237	9.9040324842432	9.98524508301671	10.5053649551115	9.77752498891709	10.5031893965787	9.59375322341118	9.52799460832352	9.09734790526156	9.26905699508237
SMc04119	12.0080923766047	11.4674288938052	11.2326306182318	11.5728084024241	11.735771649095	12.3661174942153	11.602061740014	12.3498162352562	11.9107991747943	11.509234703543	12.0064390433633	12.1615355816241	11.6987238074507	11.8477134008412	12.0359003069041	12.6895746982313	12.5124710912715	12.3193983175267	12.4476786983408	12.3630201227188	12.3234898461627	12.3961785261927	12.3755799657978	12.0120068138125	11.5702400727665	11.9013169611081	11.9232833711978	11.955566144146	12.1910628019922	12.426516035713	12.3608961650247	12.3755799657978	12.0120068138125
SM_b21408	9.41453283571278	9.23046087928011	8.87577623414842	8.87527369123	8.96395507651033	9.37524155154137	8.90478698330181	9.04835116872353	9.21917457629143	9.41163340866181	8.8229549992924	9.82476374967805	9.01738229769982	9.00920783085551	9.00422235941124	9.04417840389417	8.39282693057353	8.62144311179126	8.61197044635698	8.44122757382728	8.45620960983766	8.53232653889788	8.0930992892474	8.11440480535212	9.09901091009283	9.08132787045117	9.22638638455892	9.22170034889009	9.0192028647203	8.54208016290726	8.47658790752094	8.0930992892474	8.11440480535212
SMc00685	13.189186434233	13.0827053337593	13.9049843369301	13.0683727645298	12.6179754332372	11.0166096704005	10.7625300778341	11.8408207878402	10.1860839313025	10.2648541297226	12.6483936450083	13.9690779257142	10.3505394485684	9.83222739403003	9.90267911341474	10.5943741914456	12.9161584034866	13.0019764646855	12.8522251870395	12.9330676072428	12.9027793448098	12.7382347495774	12.7530090149267	12.7143649874025	13.3113122173631	11.4657050604906	10.7639196162884	12.3226703397636	10.1097602329635	12.9234533517372	12.8580272338767	12.7530090149267	12.7143649874025
SM_b20724	11.9582086276147	14.0622883447424	13.0258839849778	13.6120298327157	13.4813616594568	13.1141912946598	12.8011148282006	12.4172080133455	12.3822120847093	12.1619538033222	13.4595280015824	13.919239745101	12.564917694513	12.3024755557978	12.8860270001681	13.7315254350149	11.9244388773647	14.2000248910021	12.8980689700646	11.900617709916	14.2156026773678	12.7102655664608	12.6318947016184	12.3285525210618	13.1646026975127	13.1322225941057	12.3204579671257	13.3145618137321	12.9733426636603	13.0075109128105	12.9421619845815	12.6318947016184	12.3285525210618
SMc03853	14.902114705813	14.4237658189278	14.1205011926032	13.8684127328784	14.3411168604919	14.2552819003465	14.4618106609931	14.7243772373923	15.0443212055615	14.8036028479135	13.7650743861684	13.9628061471147	14.4153638843019	15.1827251805699	13.6864308447789	13.3905314578191	14.403134812202	14.303967612057	14.4027542832852	14.1411361974278	14.2903935021032	14.4824520075852	13.8768463038731	13.7035455342172	14.3286986125556	14.3527364739438	14.8574337636224	14.047748139195	14.0865624943893	14.369952235848	14.3046605690388	13.8768463038731	13.7035455342172
