b0001	GO:0031554
b0001	GO:0031556
b0001	GO:0008652
b0001	GO:0009088
b0001	GO:0031555
b0001	GO:0005829
b0002	GO:0009067
b0002	GO:0008652
b0002	GO:0008152
b0002	GO:0006520
b0002	GO:0016310
b0002	GO:0055114
b0002	GO:0009088
b0002	GO:0009089
b0002	GO:0009090
b0002	GO:0016740
b0002	GO:0016491
b0002	GO:0016301
b0002	GO:0003824
b0002	GO:0050661
b0002	GO:0005524
b0002	GO:0000166
b0002	GO:0004412
b0002	GO:0004072
b0003	GO:0008652
b0003	GO:0006566
b0003	GO:0016310
b0003	GO:0009088
b0003	GO:0005737
b0003	GO:0005829
b0003	GO:0016740
b0003	GO:0016301
b0003	GO:0005524
b0003	GO:0000166
b0003	GO:0004413
b0004	GO:0008652
b0004	GO:0006520
b0004	GO:0009088
b0004	GO:0005829
b0004	GO:0016829
b0004	GO:0030170
b0004	GO:0004795
b0006	GO:0033194
b0006	GO:0005829
b0007	GO:0055085
b0007	GO:0006814
b0007	GO:0032328
b0007	GO:0016021
b0007	GO:0016020
b0007	GO:0005886
b0007	GO:0015655
b0007	GO:0015293
b0007	GO:0005283
b0008	GO:0006098
b0008	GO:0005975
b0008	GO:0009052
b0008	GO:0005737
b0008	GO:0005829
b0008	GO:0016740
b0008	GO:0003824
b0008	GO:0004801
b0008	GO:0016744
b0009	GO:0006777
b0009	GO:0032324
b0009	GO:0005829
b0009	GO:0016740
b0009	GO:0005524
b0009	GO:0000166
b0009	GO:0005515
b0009	GO:0042802
b0009	GO:0061598
b0010	GO:1902600
b0010	GO:0006811
b0010	GO:0035433
b0010	GO:0071422
b0010	GO:0016021
b0010	GO:0016020
b0010	GO:0005887
b0010	GO:0005886
b0010	GO:0015293
b0010	GO:0015360
b0014	GO:1903507
b0014	GO:0006457
b0014	GO:0006260
b0014	GO:0065003
b0014	GO:0032984
b0014	GO:0051085
b0014	GO:0034620
b0014	GO:0043335
b0014	GO:0009408
b0014	GO:0016234
b0014	GO:0032991
b0014	GO:0005886
b0014	GO:0016020
b0014	GO:0005737
b0014	GO:0005829
b0014	GO:0016887
b0014	GO:0008270
b0014	GO:0000166
b0014	GO:0051087
b0014	GO:0016989
b0014	GO:0043531
b0014	GO:0044183
b0014	GO:0051082
b0014	GO:0005524
b0014	GO:0005515
b0015	GO:1903507
b0015	GO:0065003
b0015	GO:0055114
b0015	GO:0006457
b0015	GO:0042026
b0015	GO:0006260
b0015	GO:0051085
b0015	GO:0016032
b0015	GO:0043335
b0015	GO:0009408
b0015	GO:0032991
b0015	GO:0016020
b0015	GO:0005737
b0015	GO:0005829
b0015	GO:0051087
b0015	GO:0046872
b0015	GO:0031072
b0015	GO:0005524
b0015	GO:0003756
b0015	GO:0051082
b0015	GO:0008270
b0015	GO:0015035
b0015	GO:0016989
b0015	GO:0042803
b0015	GO:0005515
b0016	GO:0032196
b0016	GO:0006313
b0016	GO:0006310
b0016	GO:0005829
b0016	GO:0004803
b0016	GO:0003677
b0018	GO:0005886
b0018	GO:0016021
b0018	GO:0016020
b0018	GO:0005887
b0019	GO:0036376
b0019	GO:0006883
b0019	GO:0006814
b0019	GO:0006811
b0019	GO:0006885
b0019	GO:0051453
b0019	GO:0010446
b0019	GO:0009651
b0019	GO:0016020
b0019	GO:0016021
b0019	GO:0005886
b0019	GO:0005887
b0019	GO:0015081
b0019	GO:0015297
b0019	GO:0015385
b0019	GO:1901612
b0020	GO:2000142
b0020	GO:0006355
b0020	GO:2000144
b0020	GO:0005737
b0020	GO:0005829
b0020	GO:0003700
b0020	GO:0003677
b0020	GO:0001216
b0021	GO:0032196
b0021	GO:0006313
b0021	GO:0006310
b0021	GO:0005829
b0021	GO:0004803
b0021	GO:0003677
b0022	GO:0032196
b0022	GO:0006310
b0022	GO:0006313
b0023	GO:0000028
b0023	GO:0043086
b0023	GO:0006412
b0023	GO:0015935
b0023	GO:0005840
b0023	GO:0005829
b0023	GO:0022627
b0023	GO:0019843
b0023	GO:0003723
b0023	GO:0003735
b0023	GO:0070181
b0023	GO:0008073
b0024	GO:0006974
b0025	GO:0006771
b0025	GO:0016310
b0025	GO:0008152
b0025	GO:0009231
b0025	GO:0009398
b0025	GO:0006747
b0025	GO:0005829
b0025	GO:0005515
b0025	GO:0016779
b0025	GO:0016740
b0025	GO:0016301
b0025	GO:0003824
b0025	GO:0005524
b0025	GO:0000166
b0025	GO:0008531
b0025	GO:0003919
b0026	GO:0106074
b0026	GO:0006418
b0026	GO:0046677
b0026	GO:0006412
