baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Dda3937_02089	7686.89467018245	2.83631475506337	0.574366929607351	4.9381581857478	7.88638614091646e-07	6.05379485346912e-05
Dda3937_01896	3901.53832413295	-1.23650294546753	0.250448925756258	-4.93714613362295	7.92740701033479e-07	6.05379485346912e-05
Dda3937_00270	1537.56287273263	0.993835613792199	0.202685952111579	4.9033275539742	9.4226664724973e-07	7.05988840797864e-05
Dda3937_00118	7492.7328028088	1.93931358809124	0.398607252328607	4.86522404387287	1.14327224710252e-06	8.40728535785947e-05
Dda3937_04695	1303.16561028603	-1.61127059911897	0.332274810402171	-4.84921079984594	1.23953641553823e-06	8.949452920186e-05
Dda3937_00392	11730.2559466574	-1.69733698325064	0.355636890487544	-4.77266849601502	1.81800897854055e-06	0.000128916315246152
Dda3937_02395	7337.73275828384	-1.78105611720837	0.374419782223327	-4.75684299219541	1.96643992184201e-06	0.000136995314554994
Dda3937_01469	18923.3580887315	1.98209813749723	0.418189813631802	4.73970927288625	2.14025084020557e-06	0.000146533380800971
Dda3937_00739	850.405877425388	-1.1531649963863	0.246624584804397	-4.67579092855198	2.92822819195971e-06	0.00019708464661478
Dda3937_00296	1227.60092577659	-1.63482486227629	0.351054367518097	-4.65689936813566	3.21007251509248e-06	0.000212453299290537
Dda3937_01390	11642.665480035	1.46854388535367	0.316851505933153	4.63480165899381	3.57279876295601e-06	0.000232583342421284
Dda3937_00726	30570.5538927599	1.7860100972704	0.386009686712283	4.62685305252876	3.71263732816513e-06	0.000237788432744254
Dda3937_00005	13519.7786832211	1.1556651843229	0.250943897014002	4.60527312309338	4.11924862903925e-06	0.00025964343342722
Dda3937_01080	14629.8225625753	2.65683191727591	0.577672743426691	4.59919902316298	4.24118454289887e-06	0.000262882449850876
Dda3937_00394	13388.9180818108	-2.03287771796039	0.442297082883523	-4.59618160876666	4.30303682707302e-06	0.000262882449850876
Dda3937_04376	174.785485395034	1.6287599823226	0.355485113944111	4.58179518194586	4.61001299415642e-06	0.000277369115148411
Dda3937_01079	10116.8788159867	2.47945032612255	0.543034883966851	4.56591353397087	4.97323743111735e-06	0.000294757102074134
Dda3937_03115	1015.98852084801	-1.05669192860654	0.231743811008887	-4.55974174242787	5.12165679287282e-06	0.000299089693007323
Dda3937_02054	4283.60695996176	1.27626712099929	0.280287513959703	4.55342124580968	5.27804359322001e-06	0.000300926725037711
Dda3937_01300	3967.76735258122	0.973918265315629	0.213936875780022	4.5523627554375	5.30467659346255e-06	0.000300926725037711
Dda3937_02621	586.654928074516	1.61054719958172	0.354787994014039	4.53946364238581	5.63975035237594e-06	0.00031542885421528
Dda3937_03685	6523.16786251883	-1.5974248112332	0.355342473557708	-4.49545137466878	6.94225221116154e-06	0.000382884493479479
Dda3937_01021	63.1022246438528	-2.43960445641891	0.547386145847894	-4.45682535980152	8.31823136954793e-06	0.000450791249176477
Dda3937_02542	818.548326004293	-1.18003191013333	0.264895148357177	-4.45471318539292	8.40054203955158e-06	0.000450791249176477
Dda3937_03562	1465.03679057084	1.59017805414163	0.358636484107384	4.43395506204408	9.25199189485052e-06	0.000489862130859352
Dda3937_01901	749.625887476684	1.83273775984314	0.413909380814057	4.42787200483012	9.51673447658377e-06	0.000497249376401502
Dda3937_04514	2923.65982455014	1.67195114563195	0.379935988517413	4.40061272467565	1.07945632474887e-05	0.00055669104747763
Dda3937_00694	1273.32823422421	1.1723935048876	0.266741723037459	4.39523855337381	1.10651169746602e-05	0.000563327942389431
Dda3937_00469	4978.69086010561	1.51456232855012	0.345899511557846	4.37861944854706	1.19433474483643e-05	0.000600342186296897
Dda3937_00468	1306.62944036691	1.03703013244086	0.238243150218729	4.35282244836324	1.34395991822474e-05	0.000667108104408807
Dda3937_02449	5436.56847149758	-2.00969682733975	0.464085204820708	-4.33044795753867	1.48806313053691e-05	0.000727597946670822
Dda3937_02091	5477.79931866658	-3.10168582124831	0.716601688624308	-4.32832614056877	1.50246868866803e-05	0.000727597946670822
Dda3937_03256	387.649180291948	-1.38757472486184	0.322126891774867	-4.3075407868512	1.65079662398225e-05	0.000789796794437773
Dda3937_01183	1067.81153042368	1.42850538563155	0.332513034642554	4.29608838392506	1.73838295815687e-05	0.000804197903320973
Dda3937_00227	956.183519098727	1.41126640670742	0.328581709346429	4.29502424074221	1.74674249372719e-05	0.000804197903320973
Dda3937_04173	67.4989925151864	-1.74719160504767	0.406850501281209	-4.29443149153215	1.7514155194063e-05	0.000804197903320973
Dda3937_00754	3436.53684420848	3.11203621657273	0.725187736910665	4.29135251215108	1.77588137018241e-05	0.000804197903320973
Dda3937_00689	7422.7670676757	1.93863680043936	0.451836721921396	4.29056937248368	1.78215601843983e-05	0.000804197903320973
Dda3937_02009	613.528052606862	0.980442474966207	0.22873390844597	4.28638885081528	1.81600998830734e-05	0.000810266928490836
Dda3937_02090	5945.11154496196	1.25802844829279	0.29393346351153	4.27997694874043	1.86912671655419e-05	0.000824356349338001
Dda3937_03271	5434.61031592414	2.08382349456994	0.487146684166135	4.27760993208215	1.88910671845273e-05	0.000824356349338001
Dda3937_00344	1844.69861874301	-0.980344363263632	0.229465737402413	-4.27229081936711	1.93475019186164e-05	0.000835097066508975
Dda3937_02389	29682.5396685478	-0.949312283823799	0.224969154626587	-4.21974419292949	2.44579677406174e-05	0.00104432892363432
Dda3937_01074	1211.94435755655	1.27726037561911	0.303018414753291	4.21512460442056	2.49640318259544e-05	0.00105459755724324
Dda3937_02099	10795.290796733	1.04404528444156	0.251903244002173	4.14462818284528	3.40365523270915e-05	0.00141421734944692
Dda3937_01284	1733.97092778794	1.18184135116861	0.285220676066277	4.14360335817305	3.41890872694294e-05	0.00141421734944692
Dda3937_02094	4337.57496136465	-2.21421260811186	0.538096306315101	-4.11490021790868	3.87346939388333e-05	0.00158572649104234
Dda3937_02096	888.644185812191	-3.63410416598666	0.886651397550835	-4.09868430369028	4.15505308833152e-05	0.00168364447079229
Dda3937_00016	991.96320034476	1.10226331510252	0.269241005243044	4.09396523426104	4.24057922945112e-05	0.00170094344647984
Dda3937_03840	55905.0535150736	-2.10043352244513	0.513869673368106	-4.08748293838408	4.36078735670928e-05	0.00173166865934925
Dda3937_02613	1290.71599894387	-1.18386243930071	0.290094989759536	-4.08094755542668	4.48524754264001e-05	0.00176345722691322
Dda3937_02652	47.8767460723643	6.00404387903531	1.47462367179261	4.0715770361509	4.66959136350142e-05	0.00180200667027321
Dda3937_02528	214.890391248682	-1.06964533343969	0.262724681946067	-4.07135456599114	4.67405406794612e-05	0.00180200667027321
Dda3937_04131	6093.72752885608	-2.50368739785286	0.616107761201748	-4.06371669944442	4.82974411478877e-05	0.00184412633459867
Dda3937_03963	16634.424462581	4.09276308836669	1.00972509011065	4.05334395317261	5.04906833280402e-05	0.00190950955710141
Dda3937_01576	1197.5480137985	4.62063948552079	1.14128978971092	4.04861195392906	5.15222873566965e-05	0.00193014153861738
Dda3937_01360	1439.05327278035	-2.00834205697117	0.503441488566048	-3.9892263601308	6.6289141026697e-05	0.0024601325141777
Dda3937_00691	6651.12137796301	1.91045087518377	0.479476188096222	3.98445412434199	6.76354212723039e-05	0.00248685423955851
Dda3937_00882	12190.165154646	0.688499833114222	0.173032079833469	3.97902997974048	6.91970158451525e-05	0.00251840576371405
Dda3937_01203	69.1501153099539	-1.81873198818823	0.457301476531215	-3.97709625165421	6.97619325128545e-05	0.00251840576371405
Dda3937_00807	1231.38552193459	-2.22583828897146	0.560679267180801	-3.96989583753184	7.19040589682539e-05	0.00257235151498141
Dda3937_04035	5391.29563313526	2.4227760016765	0.611411502404841	3.96259473717307	7.4139572290836e-05	0.00262864501399027
Dda3937_02522	644.146094105458	-1.01305870095008	0.255856152700757	-3.9594853993405	7.51114361184871e-05	0.00263953551173905
Dda3937_00530	511.155269702947	4.82901682115884	1.22141345958901	3.95362993853347	7.69744308520075e-05	0.00266996978221697
Dda3937_01103	1179.72653145955	-2.03746612110345	0.515481207513259	-3.95255169617614	7.73222173142664e-05	0.00266996978221697
Dda3937_00226	552.563618259084	0.986742299428481	0.251218963692024	3.92781772891219	8.572013553038e-05	0.00291829175153148
Dda3937_02226	7296.81100054704	-0.887383614470668	0.226026769636159	-3.92601113531425	8.63661589586836e-05	0.00291829175153148
Dda3937_00757	302.695383946818	1.49396174466698	0.380624121185104	3.92503170848819	8.67183144499407e-05	0.00291829175153148
Dda3937_01105	1196.65721962691	-1.81019095651942	0.461899930385158	-3.91901110487282	8.89130185111694e-05	0.00296700501267104
Dda3937_00194	2311.91234383357	-1.08836496572407	0.278638464652107	-3.90601120732897	9.38321617410911e-05	0.00310506261894894
Dda3937_04132	7362.08266552826	1.18108495028066	0.303118879806474	3.89644139300966	9.76164153341027e-05	0.00320359326687374
Dda3937_01372	722.343250274426	4.7985396034436	1.2331502220342	3.89128552037071	9.97145101160327e-05	0.00324562557107185
Dda3937_01016	1114.41316640398	-1.09518380449179	0.282489660746065	-3.87689872117574	0.000105796370697222	0.00341405399719743
Dda3937_00751	623.413799305728	3.00509139833552	0.775500092373876	3.87503680255752	0.000106608586162801	0.00341405399719743
Dda3937_03737	2088.65222849229	0.865398072111168	0.224648753535905	3.85222734820496	0.000117048272428355	0.00371838951850397
Dda3937_01464	5781.06802122303	-0.882185890921215	0.230530582525335	-3.8267629451041	0.000129839443742338	0.00409200342143512
Dda3937_03534	33283.0674175082	1.30345553145099	0.34172411293769	3.81435047192195	0.000136541579839215	0.00426934341371277
Dda3937_01578	5588.61598355283	4.71512624711352	1.2421034619693	3.79608172063052	0.000147001058509505	0.00456047815110347
Dda3937_03154	20308.0357909759	0.858246702058604	0.226290946184828	3.79266920099231	0.000149036634403471	0.00458778662958282
Dda3937_03891	1286.11091221533	3.12206372966536	0.823905720895954	3.78934585655053	0.000151044500824373	0.00461382855979682
Dda3937_02128	516.217640718229	1.11035688798725	0.294513320547179	3.77014148604318	0.000163155025233554	0.0049457145435301
Dda3937_03239	1057.39461058633	4.39724804557776	1.16799352030716	3.76478804815746	0.000166690413915579	0.00498185826468881
Dda3937_02307	5834.85913108903	1.71497861656113	0.455561365811086	3.76453919332638	0.000166856496903453	0.00498185826468881
Dda3937_01440	249.376693406412	1.50824103502904	0.401329665172408	3.75811001756153	0.000171201608838292	0.0050734446917676
Dda3937_00547	12104.8566699017	1.39146404193991	0.371688047208028	3.74363408345261	0.000181377741236245	0.00531607021688125
Dda3937_01577	1615.6117486354	4.1496704912517	1.10874238695587	3.74268228586887	0.00018206636854592	0.00531607021688125
Dda3937_00110	1483.0394514971	2.37741021220868	0.635909216661246	3.7386000232721	0.000185047867613783	0.00536368673207542
Dda3937_03933	1936.61156250339	1.18342837934017	0.316765736297199	3.7359734457828	0.000186990401503716	0.00538071655341489
Dda3937_03210	10564.7128683443	-2.58094217487767	0.692426302961631	-3.72738898542491	0.000193473735607125	0.00552722448989851
Dda3937_00813	880.571266998136	-1.5320628909677	0.411349212623509	-3.72448237155113	0.000195716387188545	0.00555135552518367
Dda3937_00955	1796.63287341103	1.86245272516703	0.500563203719535	3.72071440994405	0.000198659995985463	0.005594885418853
Dda3937_04148	2493.54072378589	4.09959901774214	1.10492604806188	3.71029267065711	0.000207019779539507	0.00578926439824916
Dda3937_01575	2025.29926309486	4.13998465667771	1.11826546377523	3.70214836350327	0.000213781538375024	0.0059365488733372
Dda3937_03309	8554.0693784334	4.31708882948039	1.16911039712322	3.69262718054966	0.000221949282206777	0.00612055971974382
Dda3937_03796	48714.8692638572	-2.57374188227269	0.698565158720515	-3.6843261507441	0.000229308470494611	0.00627988921609723
Dda3937_02472	48116.0086044854	2.37617420492349	0.646316245360063	3.67648844042241	0.000236466565229445	0.00643156664743923
Dda3937_03757	249.386579358475	1.35182678822644	0.368188705080228	3.67155963660504	0.000241074807899666	0.00651229974265017
Dda3937_01570	60084.5695486566	-1.59485830497099	0.437254427037286	-3.64743775329459	0.000264868450668591	0.00710670687570929
Dda3937_03567	6989.25061098413	1.01458414310657	0.279992561342348	3.62361106395978	0.000290518368822886	0.00773564357367048
Dda3937_02224	2813.24079878008	-1.10859035124109	0.306172670690281	-3.62080112748703	0.000293692205897019	0.00773564357367048
Dda3937_00467	1449.65293855803	1.11479914801428	0.307921932798781	3.62039539659155	0.000294153155281854	0.00773564357367048
Dda3937_03695	2324.45737880927	1.5393954354177	0.427733656290992	3.59895793276185	0.000319494861066931	0.00834680324537357
Dda3937_01174	151.357069498923	1.1770348218483	0.327398984622002	3.5951083452725	0.000324256603189599	0.0084158364135026
Dda3937_04014	227.45995318428	-1.73695434915532	0.483931660805087	-3.58925544624557	0.0003316237657218	0.00855115567325498
Dda3937_02825	3685.7570116717	1.10096296948621	0.306986932435559	3.58635125199446	0.000335337201924923	0.00859112276673465
Dda3937_03003	92.8861555352178	-2.02314489355734	0.566682610988896	-3.57015524091489	0.000356769729918028	0.00908161921477237
Dda3937_01206	85.1671535416876	-1.34152114841961	0.376234472217321	-3.56565186734064	0.000362952910223125	0.00918016564647153
Dda3937_00756	469.18594691146	1.60290538036403	0.449838415255323	3.56329145311931	0.00036623366875899	0.00920451834583512
Dda3937_02252	32298.3726961504	-0.930433774840146	0.261392644050358	-3.55952547257182	0.000371525497987476	0.00924370268471199
Dda3937_03524	6986.84255179497	1.10804079043059	0.311345902364283	3.55887385064779	0.000372448357983862	0.00924370268471199
Dda3937_03308	22002.0181717564	3.99590282698688	1.12376070830189	3.5558307008483	0.000376786663830037	0.00929329094452842
Dda3937_02227	5333.40297056974	-1.00952882744599	0.284122986772489	-3.55314027532157	0.000380661422035356	0.00933090436359506
Dda3937_00641	2295.71888705209	4.0086261413994	1.13078976515211	3.54497915079749	0.000392644142511368	0.00956558214670333
Dda3937_02540	11178.8751956111	-1.07993362437384	0.304938221197358	-3.54148332122297	0.000397884012684266	0.00963413057542208
Dda3937_03780	1579.12995273719	0.847384213578511	0.239648078393166	3.53595246521566	0.000406307795946446	0.00977847428911112
Dda3937_03442	94.0442851666434	1.29191504204475	0.365949181010243	3.53031270210327	0.000415068780416065	0.00992914534356743
Dda3937_00814	2315.09441343791	-1.24415758169031	0.352654983138274	-3.52797391552094	0.000418753419320926	0.00995730436002034
Dda3937_01283	1321.48014488719	1.12335110450086	0.318900020244007	3.52258085039107	0.000427366666215895	0.0100618211202568
Dda3937_00750	1005.37621396327	2.78764416890724	0.791482463056343	3.5220542450715	0.000428216512043163	0.0100618211202568
Dda3937_01539	40196.9210656858	-1.33399922802307	0.37964770004698	-3.51378192955729	0.000441775328362631	0.0103193519348706
Dda3937_01832	798.978975794855	-1.42747644296449	0.407682978927683	-3.50143743238716	0.000462755614638018	0.0107462137177051
Dda3937_00640	1362.82420390148	3.72141423197687	1.06400119006312	3.49756585493679	0.000469524775347298	0.0107918443902949
Dda3937_01878	100.71934131123	-1.23170069861277	0.352207270503843	-3.49709049688493	0.000470362240924106	0.0107918443902949
Dda3937_03356	57.7156814054312	1.72494677303896	0.493452441417567	3.49566975103743	0.000472873564319141	0.0107918443902949
Dda3937_01124	3392.26420408507	0.839964452357257	0.241149163811964	3.48317381275358	0.000495506543682976	0.0112437513426577
Dda3937_01000	131.240500636616	3.77748327570735	1.08657149709961	3.47651607445126	0.000507973776911128	0.0114611583415573
Dda3937_04186	5337.58005181923	0.759552293727918	0.218860144265243	3.47049160676506	0.000519506578865507	0.0116551447721747
Dda3937_03803	1984.73297426169	-0.795755253297818	0.229533164835907	-3.4668421614223	0.000526611021183157	0.0117481593545973
Dda3937_01092	8117.37168115441	-3.24209746125332	0.938135737442376	-3.45589378152484	0.000548471407254215	0.0121674858000363
Dda3937_01944	1371.94894403175	0.965876332546905	0.280384880222598	3.44482317227695	0.000571433083689995	0.0126064487518498
Dda3937_00436	5719.19400277584	-1.10328830955928	0.32075212090633	-3.43969139297281	0.000582377842269197	0.0127769194013866
Dda3937_02587	1443.8362515074	0.869500936178473	0.253322593339304	3.43238605256915	0.000598295237431152	0.0130540131199951
Dda3937_02976	3798.88714437468	-0.919075288494079	0.268546800894978	-3.42240267033942	0.000620703156707953	0.0134689193185097
Dda3937_04481	8898.63641621744	-0.82500672712162	0.241774034925595	-3.41230491262435	0.00064416016275257	0.0139019565559264
Dda3937_02988	465.30499952781	0.772391441021512	0.227015501886462	3.4023731181486	0.000668033664355479	0.0143392523305708
Dda3937_02651	159.358626619949	4.50621410305598	1.32714249062764	3.39542598845199	0.000685218969059579	0.0146290565921268
Dda3937_03292	3749.54699510471	1.08051233795604	0.319158464269397	3.38550425234531	0.000710476087251046	0.015087168676331
Dda3937_02731	496.607749208171	0.834533424711873	0.247145684127757	3.37668621508469	0.000733646926213254	0.0154963401276214
Dda3937_02328	1480.05193955173	0.923656210043886	0.274463728151007	3.36531248142086	0.000764570169638575	0.0160640642520359
Dda3937_01287	7032.3390326268	1.04829176909092	0.311739563050062	3.36271648947739	0.00077179583115709	0.0161305328711832
Dda3937_03770	22.2387155931805	2.41143288136304	0.71836585986441	3.35683113033544	0.000788412502895443	NA
Dda3937_02974	7997.62840214761	-0.832955041430008	0.248379724120855	-3.35355490218966	0.00079780584574349	0.0165868430023424
Dda3937_02458	431.682465766356	3.05393969780545	0.915555798297703	3.33561286322871	0.000851115976349348	0.017603028865017
Dda3937_00639	529.756647972126	3.38220347921398	1.01530537949194	3.33121792470601	0.000864668821682383	0.0177906730098484
Dda3937_00478	1525.15575410832	-2.54165259876003	0.765525722330656	-3.32014003529747	0.00089972304862597	0.0184164960107924
Dda3937_00904	1543.08134174108	6.15942325085329	1.85843744750168	3.31430216235337	0.000918721675970919	0.018531044984453
Dda3937_02355	1371.82218322549	-1.39100478962475	0.419713950393926	-3.31417335144378	0.00091914503622897	0.018531044984453
Dda3937_02977	4312.25139471898	-0.874849145330675	0.264106639533859	-3.31248448306624	0.00092471255538481	0.018531044984453
Dda3937_01687	2418.70724163969	3.30645774897066	0.998369500760215	3.31185773048249	0.000926786644236761	0.018531044984453
Dda3937_03759	50.4951133280293	1.60568257889739	0.484910746950295	3.31129509707892	0.0009286522165465	0.018531044984453
Dda3937_00488	773.439703621755	-0.804419600775223	0.243584675323186	-3.30242286263668	0.000958534477665331	0.0190317020540452
Dda3937_01900	2324.08596305945	1.58096377721922	0.47900452322273	3.30051951614681	0.000965060013439483	0.0190659368824288
Dda3937_00997	523.142348437818	3.96405644714501	1.20327639251804	3.29438562228385	0.000986370780563254	0.0193332729314362
Dda3937_03617	2392.61782688478	1.04760724947795	0.318051579418191	3.29382816269716	0.000988328986421949	0.0193332729314362
Dda3937_02489	13950.1203379917	1.41603225155207	0.43074517516976	3.28740130633849	0.00101116625279395	0.0194873869412236
Dda3937_02390	12532.9023371064	-0.807342176040715	0.245590071655323	-3.28735673473719	0.00101132632586879	0.0194873869412236
Dda3937_02109	452.860395620103	-0.89750624863854	0.27304498185528	-3.28702707715111	0.00101251097646589	0.0194873869412236
Dda3937_01690	2100.84372791891	-0.804537950923371	0.244830381334713	-3.28610340978668	0.00101583709313354	0.0194873869412236
Dda3937_00806	406.499168965318	-2.14700564838488	0.654640703950602	-3.27967026099692	0.00103928478167859	0.0196296485337059
Dda3937_04345	2884.10087717836	-1.09793410617695	0.334872413849745	-3.27866393518333	0.00104299763919005	0.0196296485337059
Dda3937_02364	2199.69472131368	-0.732169853762911	0.223343853972133	-3.27821805140994	0.00104464665622685	0.0196296485337059
Dda3937_01466	2023.29332233183	0.891147105929256	0.271909600201313	3.27736536433241	0.00104780687840075	0.0196296485337059
Dda3937_01102	2187.8452783199	-1.58610925541968	0.484095953221323	-3.27643568359791	0.00105126253232075	0.0196296485337059
Dda3937_01731	163.887673148491	-1.18068172071083	0.360518230340882	-3.27495705167104	0.00105678038486531	0.0196296485337059
Dda3937_03254	465.401884438343	2.86999815195009	0.876423693962461	3.27466974218182	0.00105785565001588	0.0196296485337059
Dda3937_02527	80.9517440370385	-1.57126725515625	0.480279571046418	-3.27156795724794	0.00106952880837574	0.0197539483630701
Dda3937_01246	243.298093690158	-1.22947088420663	0.377290896110417	-3.25868155548291	0.00111931230630681	0.0205777276312237
Dda3937_00052	100.040491609313	-1.22066039170643	0.376894622614933	-3.23873124863752	0.0012006264721612	0.0219602321647759
Dda3937_02602	190.66882893126	-1.0772870333412	0.332784341400731	-3.23719267801713	0.00120711879151715	0.0219602321647759
Dda3937_03253	461.30860272368	2.80326297702837	0.866206583269158	3.23625221878198	0.00121110320928882	0.0219602321647759
Dda3937_02209	3248.12139930081	-0.869978984325209	0.269157607785024	-3.23222884719669	0.00122828645200828	0.0221705704587495
Dda3937_00810	1464.87410115963	-1.65504153767335	0.513222009046948	-3.22480624076657	0.00126057953502295	0.0225716774575104
Dda3937_00681	13414.3687400337	1.70731501070539	0.52948016132333	3.22451176723657	0.0012618767050031	0.0225716774575104
Dda3937_01170	553.460703073749	-0.951890818067348	0.2953423048132	-3.22300870059712	0.0012685170056129	0.0225887041672144
Dda3937_01129	2859.88853076562	-0.905226192639857	0.281159269254772	-3.21962066212225	0.00128360328085154	0.0227553063761673
Dda3937_00018	1465.59168680827	0.946059164962355	0.294040665826314	3.21744328221995	0.00129338596619594	0.0228268252078404
Dda3937_04569	458.835781595485	0.832733200568055	0.26027918652783	3.19938452120149	0.00137721347903228	0.0241987377222885
Dda3937_01342	260.788325527079	1.71133888507313	0.535225940651613	3.19741394258591	0.00138665780193107	0.0242573485967766
